NCBI gene (formerly Entrezgene) ID	Gene name
	RASSF8-AS1
11228	RASSF8
79365	BHLHE41
8082	SSPN
	AC022509.3
	AC022509.5
	AC022509.2
	AC022509.1
	AC022509.4
	AC055720.3
	AC055720.1
	AC024145.1
3709	ITPR2
	AC055720.2
	RNA5SP354
	AC023051.1
	AC023051.2
55726	INTS13
26127	FGFR1OP2
51768	TM7SF3
	AC024896.1
9412	MED21
	AC092747.4
728858	C12orf71
	AC092747.3
	AC092747.1
	AC092747.2
23012	STK38L
56938	ARNTL2
101928646	ARNTL2-AS1
341346	SMCO2
	RARS1P1
8496	PPFIBP1
	AC087257.1
	AC087257.2
	AC009509.4
	AC009509.2
387849	REP15
	AC009509.5
	HMGB1P49
	AC009509.3
60488	MRPS35
	AC009509.1
100287284	MANSC4
57542	KLHL42
	AC009511.2
	AC009511.1
	RN7SKP15
	AC008011.2
	AC009511.3
	AC008011.1
5744	PTHLH
55297	CCDC91
	AC022364.1
	AC022364.2
	AC022079.2
	AC022079.1
	RNU4-54P
	RNA5SP355
	AC084754.1
	AC022081.1
	AC024255.1
	AC012150.1
55711	FAR2
	AC012150.2
	AC009318.4
100506606	AC009318.1
	AC009318.3
	AC009318.2
51290	ERGIC2
101055625	OVCH1-AS1
341350	OVCH1
83857	TMTC1
	AC009320.1
	RPL21P99
	AC023511.3
	AC023511.2
	AC023511.1
	LINC02386
	AC078776.2
	RNA5SP356
	AC078776.1
	AC026371.1
10526	IPO8
	AC012673.1
65981	CAPRIN2
645485	AC010198.1
	LINC00941
	AC010198.2
	PPIAP44
441631	TSPAN11
	AC008013.1
	AC008013.2
100506660	DDX11-AS1
1663	DDX11
	AC008013.3
	AC024940.1
	AC024940.4
	AC024940.2
	MREGP1
	AC024940.5
58516	SINHCAF
	AC024940.3
79857	FLJ13224
101929027	LINC02387
160518	DENND5B
	RNU6-618P
	AC068792.1
	AC022080.1
	AC022080.2
	ANKRD49P2
100874249	DENND5B-AS1
	RNU5F-4P
	RPL31P50
	AK4P3
	AC068774.1
254013	ETFBKMT
196394	AMN1
	STMN1P1
	AC023157.2
	AC023157.1
	IFITM3P2
440093	H3-5
	RNU6-1069P
	AC023050.2
	AC023050.3
	LINC02422
	AC023050.4
	AC023050.1
	RPL12P32
	AC023050.5
55196	RESF1
	AC016957.2
	AC016957.1
	AC048344.2
	AC048344.3
	AC048344.1
636	BICD1
	AC048344.4
	AC016954.1
	AC026356.1
	AC026356.2
121512	FGD4
	RNU6-494P
10059	DNM1L
	AC084824.2
	AC084824.5
	AC084824.1
51067	YARS2
	AC084824.3
	AC084824.4
	AC087588.3
5318	PKP2
	AC087588.2
	AC087588.1
	AC087311.1
	AC087311.2
341359	SYT10
	AC023158.1
	AC023158.2
	AC016956.1
	RNU6-400P
	AC024153.1
	RNU6-472P
	AC046130.1
84920	ALG10
	AC046130.2
	AC140847.1
	AC140847.3
	TUBB8P4
	AC140847.2
	RNA5SP357
	DUX4L27
	AK6P1
	ZNF970P
	AK6P2
	CLUHP8
	AC079460.1
	AC079460.2
	RNA5SP358
	RNA5SP359
	TUBB8P5
	AC117372.1
	NF1P12
144245	ALG10B
	AC087897.1
	AC087897.2
144402	CPNE8
	CPNE8-AS1
	AC018448.2
	AC018448.1
	LINC02406
	AC084373.1
55605	KIF21A
	AC121334.4
	AC121334.1
	AC121334.2
225	ABCD2
	AC121334.3
283461	C12orf40
114134	SLC2A13
	AC121336.1
	RPL30P13
	LINC02555
	LINC02471
	LRRK2-DT
120892	LRRK2
	AC084290.1
283463	MUC19
	AC107023.1
	RNU6-713P
1272	CNTN1
	AC016144.1
	AC015540.1
29951	PDZRN4
	AC090531.1
	RNA5SP360
	MTND2P17
	MTND1P24
101927038	LINC02400
	AC090630.1
	AC006197.1
	AC006197.2
	AC023513.1
283464	GXYLT1
10138	YAF2
51535	PPHLN1
	AC020629.1
85437	ZCRB1
102467003	MIR7851
	SNORA74
	AC079684.1
	RNU6-249P
	AC079601.2
144165	PRICKLE1
	AC079601.1
	AC079600.3
	LINC02402
	AC079600.2
	AC079600.1
105369738	LINC02451
	RPS27P21
105369739	LINC02450
	AC068802.1
	AC012038.2
	AC012038.1
	MRPS36P5
105369740	LINC02461
80070	ADAMTS20
	AC090525.1
	AC090525.2
	AC090525.3
	EEF1A1P17
83448	PUS7L
	AC093012.1
51135	IRAK4
5756	TWF1
84216	TMEM117
	ZNF75BP
	AC025030.2
	AC025030.1
	AC025253.1
	AC025253.2
4753	NELL2
440097	DBX2
	AC008127.1
	RACGAP1P
	AC008127.2
	RNA5SP361
	AC009248.3
51054	PLEKHA8P1
	AC009248.1
196527	ANO6
	AC009248.2
	AC063924.1
	AC079950.1
	AC008124.1
196528	ARID2
	AC009464.1
	RN7SL246P
	KNOP1P2
9169	SCAF11
	AC084878.1
81539	SLC38A1
	AC025031.3
54407	SLC38A2
	AC025031.2
	AC008014.1
	AC025031.1
	AC025031.4
	AC025031.5
	AC008035.1
	OR7A19P
	MARK3P1
55089	SLC38A4
	AC079906.1
347902	AMIGO2
91523	PCED1B
	IFITM3P6
100616486	MIR4698
100233209	PCED1B-AS1
	AC008083.3
	AC008083.2
	AC008083.4
	PPIAP45
	AC008083.1
	LINC02416
100616478	MIR4494
	LINC02156
	ADI1P3
	AC003686.1
	AC004486.1
79657	RPAP3
	AC004241.3
	AC004241.1
8909	ENDOU
	AC004241.5
	AC004241.2
10411	RAPGEF3
55652	SLC48A1
	AC004241.4
51564	HDAC7
	AC004466.1
	AC004466.3
	AC004466.2
	LINC02354
7421	VDR
	AC121338.1
	AC121338.2
	AC004801.7
79022	TMEM106C
1280	COL2A1
	AC004801.5
	AC004801.4
	AC004801.3
	AC004801.6
29843	SENP1
	AC004801.2
	RNU6-1203P
	AC004801.1
5213	PFKM
102466657	MIR6505
140461	ASB8
	AC074029.3
	AC074029.2
	PHBP18
	AC074029.1
387856	CCDC184
	AC074029.4
	AC024257.3
121275	OR10AD1
	AC024257.1
	AC024257.5
341567	H1-7
	AC024257.2
121274	ZNF641
	AC090115.1
	OR5BK1P
	AC024257.4
	OR5BT1P
	OR5BJ1P
	OR8S21P
	OR8T1P
23519	ANP32D
121273	C12orf54
	AC089987.2
	RPS10P20
	AC089987.1
341568	OR8S1
	OR5BS1P
3906	LALBA
	OR11M1P
54934	KANSL2
677815	SNORA2C
100302221	MIR1291
677793	SNORA2A
677794	SNORA2B
904	CCNT1
255411	TEX49
	AC117498.1
112	ADCY6
100616262	MIR4701
100506125	ADCY6-DT
	AC117498.2
784	CACNB3
9416	DDX23
27289	RND1
	RNU6-600P
	AC073610.1
	AC073610.2
85478	CCDC65
51303	FKBP11
377	ARF3
7480	WNT10B
	RNU6-940P
7471	WNT1
23109	DDN
	AC011603.4
105369758	DDN-AS1
5571	PRKAG1
8085	KMT2D
121268	RHEBL1
	AC011603.5
50846	DHH
	AC011603.2
55716	LMBR1L
10376	TUBA1B
	AC011603.3
	AC011603.1
7846	TUBA1A
84790	TUBA1C
	AC010173.2
	AC010173.1
	AC125611.3
101927267	AC125611.4
5630	PRPH
10024	TROAP
338761	C1QL4
79962	DNAJC22
65244	SPATS2
	AC125611.2
	AC125611.1
	AC020612.4
23416	KCNH3
10445	MCRS1
25766	PRPF40B
	AC020612.3
84070	FAM186B
	RNU6-834P
	POLR2KP1
	AC020612.1
	HIGD1AP9
91010	FMNL3
7009	TMBIM6
	AC020612.2
	LSM6P2
57701	NCKAP5L
100286844	BCDIN3D-AS1
144233	BCDIN3D
	AC131157.1
	RPL35AP28
23017	FAIM2
101927292	LINC02395
283332	LINC02396
359	AQP2
101927318	AC025154.2
	AC025154.1
362	AQP5
363	AQP6
29127	RACGAP1
41	ASIC1
6602	SMARCD1
2819	GPD1
84987	COX14
	AC074032.1
91012	CERS5
51474	LIMA1
	AC008147.2
	AC008147.3
	AC008147.1
100302220	MIR1293
	RNU6-1093P
	AC008147.4
121006	FAM186A
	AC090058.1
113251	LARP4
57609	DIP2B
	RNU6-769P
	RNU6-238P
	AC013244.1
466	ATF1
	AC013244.2
	RN7SL519P
283471	TMPRSS12
	AC013244.3
25840	METTL7A
	AC008121.2
	AC008121.1
613227	HIGD1C
	AC008121.3
4891	SLC11A2
	RNU6-87P
	RNU6-1273P
25875	LETMD1
81566	CSRNP2
7024	TFCP2
	AC087884.1
	PHBP19
	RNU6-199P
5463	POU6F1
	AC139768.1
9802	DAZAP2
57228	SMAGP
51411	BIN2
1990	CELA1
11226	GALNT6
9498	SLC4A8
	AC107031.1
6334	SCN8A
	HNRNPA3P10
	AC068987.1
	TMDD1
	AC068987.2
401720	FIGNL2
	AC068987.3
105369971	FIGNL2-DT
341405	ANKRD33
	AC025259.2
94	ACVRL1
91	ACVR1B
	RNU6-574P
160622	TAMALIN
3164	NR4A1
	NR4A1AS
60673	ATG101
	AC025259.1
113523638	SMIM41
26628	OR7E47P
	AC078864.1
283404	LINC00592
144501	KRT80
	LINC02874
	METTL7AP1
3855	KRT7
109729127	KRT7-AS
3892	KRT86
85349	KRT87P
	AC021066.2
	AC021066.1
	AC021066.3
3887	KRT81
	AC121757.2
	AC121757.1
3889	KRT83
	KRT89P
3891	KRT85
3890	KRT84
	AC078865.1
3888	KRT82
	AC055736.1
	KRT90P
9119	KRT75
3854	KRT6B
286887	KRT6C
3853	KRT6A
3852	KRT5
112802	KRT71
121391	KRT74
140807	KRT72
100127967	KRT73-AS1
319101	KRT73
	KRT128P
3849	KRT2
3848	KRT1
374454	KRT77
	AC055716.3
	KRT126P
	KRT125P
	AC055716.2
	AC055716.1
	BTBD10P1
	KRT127P
	ARL2BPP2
51350	KRT76
	AC107016.2
3850	KRT3
3851	KRT4
338785	KRT79
	AC107016.1
196374	KRT78
	RPL7P41
3856	KRT8
3875	KRT18
1975	EIF4B
	AC068888.2
283335	AC068888.1
23371	TNS2
102466193	MIR6757
84926	SPRYD3
3489	IGFBP6
8435	SOAT2
	VTI1BP3
	RNU6-333P
	HIGD1AP1
	EIF4A1P4
51380	CSAD
	AC073573.1
283337	ZNF740
3695	ITGB7
5916	RARG
	AC021072.1
84975	MFSD5
9700	ESPL1
5204	PFDN5
	MYG1-AS1
60314	MYG1
8086	AAAS
121340	SP7
6667	SP1
269	AMHR2
54458	PRR13
	AC023509.1
5094	PCBP2
102157401	PCBP2-OT1
	AC023509.4
7786	MAP3K12
	AC023509.3
6895	TARBP2
114108587	ATF7-NPFF
8620	NPFF
11016	ATF7
100652999	AC023509.2
	AC023509.6
	AC023509.5
517	ATP5MC2
	AC073594.1
57658	CALCOCO1
	AC076968.2
	CISTR
	AC076968.1
	RN7SKP289
100874366	HOXC13-AS
3229	HOXC13
3228	HOXC12
100124700	HOTAIR
	AC012531.5
	AC012531.7
	AC012531.4
	AC012531.6
3227	HOXC11
100874365	HOXC-AS3
3226	HOXC10
	AC012531.3
3223	HOXC6
406973	MIR196A2
100874364	HOXC-AS2
	AC012531.2
3225	HOXC9
100874363	HOXC-AS1
3224	HOXC8
3221	HOXC4
	AC012531.1
3222	HOXC5
693200	MIR615
440101	FLJ12825
100240735	AC023794.3
	AC023794.2
	FAM242C
23583	SMUG1
400043	LINC02381
	AC023794.5
	AC023794.4
	AC023794.1
23468	CBX5
100616400	MIR3198-2
	RN7SL390P
112935960	SCAT2
	AC078778.1
3178	HNRNPA1
4778	NFE2
22818	COPZ1
	RNU6-950P
442892	MIR148B
	RN7SL744P
102724050	AC079313.2
	AC079313.1
53831	GPR84
25946	ZNF385A
3678	ITGA5
	LINC01154
121355	GTSF1
3071	NCKAP1L
	AC068789.1
5153	PDE1B
5502	PPP1R1A
644076	GLYCAM1
90070	LACRT
117159	DCD
	AC079310.1
	VDAC1P5
118430	MUCL1
9840	TESPA1
	AC027287.2
58158	NEUROD4
	OR9K1P
	AC027287.1
441639	OR9K2
	OR9R1P
	OR10U1P
121364	OR10A7
254783	OR6C74
	OR6C69P
	OR6C72P
283365	OR6C6
	OR6C5P
390321	OR6C1
254786	OR6C3
	OR6C7P
390323	OR6C75
	OR6C71P
	OR6C66P
	OR6C73P
403282	OR6C65
	PHC1P1
390326	OR6C76
	AC122685.1
341416	OR6C2
390327	OR6C70
403284	OR6C68
	OR6C64P
341418	OR6C4
121129	OR2AP1
	OR6U2P
121130	OR10P1
	AC009779.5
	OR10AE3P
	AC009779.4
	AC009779.6
196410	METTL7B
3679	ITGA7
	AC009779.3
2647	BLOC1S1
5959	RDH5
967	CD63
105369779	AC009779.2
	AC009779.1
10220	GDF11
84324	SARNP
	AC023055.1
	AC073487.1
29095	ORMDL2
85406	DNAJC14
440104	TMEM198B
4327	MMP19
	OLA1P3
	GSTP1P1
84305	PYM1
1606	DGKA
	AC025162.2
6490	PMEL
1017	CDK2
	AC025162.1
5869	RAB5B
	AC034102.1
6821	SUOX
64375	IKZF4
	AC034102.8
	AC034102.3
6231	RPS26
2065	ERBB3
	AC034102.2
5036	PA2G4
	AC034102.4
6171	RPL41
23344	ESYT1
84872	ZC3H10
	AC034102.7
	AC034102.6
	AC034102.5
140465	MYL6B
4637	MYL6
6601	SMARCC2
	AC073896.4
10193	RNF41
79035	NABP2
283375	SLC39A5
283373	ANKRD52
93058	COQ10A
	AC073896.5
1431	CS
	AC073896.1
	AC073896.2
	AC073896.3
10330	CNPY2
9924	PAN2
51561	IL23A
6773	STAT2
	RNU7-40P
319	APOF
	APONP
	AC025574.1
	AC024884.2
	AC024884.1
8914	TIMELESS
4284	MIP
	AC097104.1
283377	SPRYD4
27165	GLS2
	HSPD1P4
5939	RBMS2
	RNU6-343P
11176	BAZ2A
506	ATP5F1B
26789	SNORD59A
10728	PTGES3
	RN7SL809P
4666	NACA
	AC117378.1
5557	PRIM1
8630	HSD17B6
	AC121758.2
	AC121758.4
	AC121758.3
	AC121758.1
121214	SDR9C7
	AC026120.2
8608	RDH16
	AC026120.1
	AC026120.3
11318	GPR182
9880	ZBTB39
6866	TAC3
4640	MYO1A
23306	NEMP1
4665	NAB2
6778	STAT6
4035	LRP1
105751187	LRP1-AS
100302201	MIR1228
11247	NXPH4
	AC137834.2
6472	SHMT2
56901	NDUFA4L2
246329	STAC3
	AC137834.1
22864	R3HDM2
	RNU6-879P
	AC126614.1
3626	INHBC
83729	INHBE
	AC022506.2
2735	GLI1
64333	ARHGAP9
4141	MARS1
102465454	MIR6758
1649	DDIT3
	AC022506.1
693201	MIR616
114785	MBD6
10540	DCTN2
3798	KIF5A
79837	PIP4K2C
196403	DTX3
115557	ARHGEF25
	AC025165.1
	AC025165.6
65012	SLC26A10
2583	B4GALNT1
	RPL13AP23
10956	OS9
	AC025165.2
116986	AGAP2
100130776	AGAP2-AS1
6302	TSPAN31
1019	CDK4
102466729	MIR6759
92979	MARCHF9
1594	CYP27B1
4234	METTL1
25895	EEF1AKMT3
	AC025165.3
10102	TSFM
10677	AVIL
	AC025165.5
	RNU6-1083P
	AC025165.4
10106	CTDSP2
407016	MIR26A2
	AC083805.2
283387	AC083805.1
	AC083805.3
91419	ATP23
	GIHCG
	AC084033.1
	RN7SKP65
	AC084033.2
105369785	LINC02403
	AC090643.1
	AC090643.2
	RPL21P103
	AC025578.1
100506869	AC020637.1
101927653	LINC02388
121227	LRIG3
	AC068305.2
	RPS6P22
	AC068305.1
	AC046129.1
	AC108721.2
	AC108721.1
	RNU6-279P
	RNU6-871P
	LINC02448
	RNU4-20P
9194	SLC16A7
	AC079905.2
	AC079905.1
	AC080011.1
	AC087883.2
	AC087883.1
	AC090022.1
	AC090022.2
	AC090017.1
	DUX4L52
	AC090629.1
338811	TAFA2
	RPL21P104
	KRT8P19
	RPS3P6
	AC078789.1
	KLF17P1
9958	USP15
102465133	MIR6125
	RNU6-595P
23041	MON2
	AC079035.1
	RNU6-399P
	LINC01465
	AC048341.1
406891	MIRLET7I
	AC048341.2
57460	PPM1H
	RPL32P26
	GAPDHP44
	RNU1-83P
	RPL14P1
	AC078814.2
	LDHAL6CP
	AC078814.1
	RSL24D1P5
552	AVPR1A
	AC135584.1
	HNRNPA1P69
	AC026116.1
283417	DPY19L2
	AC084357.2
	AC027667.1
	AC084357.3
	AC084357.1
10329	RXYLT1
104169670	RXYLT1-AS1
	PABPC1P4
57522	SRGAP1
	RPL36AP41
	AC079866.2
	AC079866.1
	AC020611.1
	AC020611.2
	AC025576.3
	AC025576.2
	AC025576.1
144577	C12orf66
	RNU6-1009P
	AC012158.1
	RNU5A-7P
115749	C12orf56
	AC012158.2
	AC135279.3
	AC135279.1
11260	XPOT
	AC135279.2
	AC135279.4
29110	TBK1
283349	RASSF3
	AC078962.2
	SNORD83
	AC078962.4
100500856	MIR548Z
693129	MIR548C
	AC078962.1
	AC078962.3
	AC025262.2
	AC025262.1
2799	GNS
23329	TBC1D30
	AC078815.1
	AC025262.3
	RPL7P39
	LINC02389
109729131	LINC02231
	RNU6ATAC42P
	AC135895.1
11197	WIF1
	RNU6-166P
	APOOP3
23592	LEMD3
	AC026124.2
253827	MSRB3
	AC026124.1
	KRT18P60
105369187	AC025419.1
	AC090023.1
105369807	LINC02454
	AC090023.2
	PCNPP3
204010	RPSAP52
8091	HMGA2
	AC107308.1
100129940	HMGA2-AS1
	AC090673.1
102464827	MIR6074
105369810	LINC02425
	RPL21P18
	RNA5SP362
84298	LLPH
	AC078927.1
103625681	LLPH-DT
51643	TMBIM4
11213	IRAK3
	RBMS1P1
102465249	MIR6502
	AC078889.1
	PDCL3P7
	RN7SKP166
92797	HELB
23426	GRIP1
	OSBPL9P5
	OSBPL9P4
	AC073530.1
	AC073530.2
	RAB11AP2
	GGTA2P
55832	CAND1
	AC078983.1
	MRPL40P1
	NTAN1P3
102724433	LINC02420
100507175	LINC02408
	LINC02442
8445	DYRK2
	AC078777.1
101927901	LINC02421
	AC022513.1
101927922	LINC01479
	AC005294.1
100885789	IFNG-AS1
	RPL39P28
	HNRNPA1P70
	AC007458.1
3458	IFNG
55801	IL26
50616	IL22
56890	MDM1
	LINC02384
	AC022511.1
	AC008033.3
	AC008033.1
	AC008033.2
	RPSAP12
5908	RAP1B
	RPL10P12
100379132	SNORA70G
	ATP5PDP4
100507250	AC090061.1
	RPL7P42
57122	NUP107
	KRT8P39
55508	SLC35E3
	AC025423.3
4193	MDM2
	AC025423.1
	AC025423.4
	AC025423.2
1368	CPM
	RNU7-4P
	AC025423.5
	PRELID2P1
	AC127894.1
11052	CPSF6
100302182	MIR1279
	C1GALT1P1
	AC020656.2
4069	LYZ
	AC020656.1
8089	YEATS4
	RN7SL804P
	RPS26P45
	LINC02373
10818	FRS2
100500903	MIR3913-1
100500868	MIR3913-2
10576	CCT2
376132	LRRC10
144453	BEST3
	AC025263.3
101928002	AC025263.1
117177	RAB3IP
	AC025263.2
196446	MYRFL
101928062	PRANCR
	AC078922.1
	LINC02821
	AC092881.2
4848	CNOT2
	AC092881.1
27345	KCNMB4
	RNU4-65P
	AC025569.1
5787	PTPRB
	AC083809.1
5801	PTPRR
	FAHD2P1
	AC123905.1
	AC025575.1
	AC025575.2
7103	TSPAN8
8549	LGR5
	AC090116.1
	AC078860.3
	AC078860.2
196441	ZFC3H1
	AC078860.1
83591	THAP2
	AC073612.1
55266	TMEM19
	AC011601.1
23011	RAB21
	AC089984.1
	AC089984.3
64786	TBC1D15
	AC089984.2
121278	TPH2
	AC090109.1
29953	TRHDE
	TRHDE-AS1
	H3P35
	CHCHD3P2
	AC133480.1
	AC090503.2
101928137	LINC02444
	AC090503.1
	AC087879.1
	RNU6-1012P
	LINC02445
100507377	LINC02882
	AC136188.1
	LINC02394
	AC090502.3
	AC090502.2
	AC090502.1
	VENTXP3
552889	ATXN7L3B
	AC025257.1
	AC123904.2
	AC123904.1
	AC123904.3
	AC073525.1
3747	KCNC2
100130268	CAPS2-AS1
	CCNG2P1
84698	CAPS2
	AC092552.1
	AC121761.2
256710	GLIPR1L1
144321	GLIPR1L2
11010	GLIPR1
	AC121761.1
11103	KRR1
	AC078923.1
	AC022507.1
	AC078820.2
	RPL10P13
	AC078820.1
	AC011611.6
	RN7SL734P
	AC011611.2
	AC011611.1
22822	PHLDA1
	AC011611.3
	AC011611.4
4673	NAP1L1
	AC011611.5
	AC233290.2
	AC233290.1
	RNU6-1271P
105369848	LNCOG
	RN7SKP172
79738	BBS10
114882	OSBPL8
	AC107032.2
	AC107032.3
	RPL7AP9
	YWHAQP7
	AC107032.1
	RPL7P43
	AC093014.1
23390	ZDHHC17
1466	CSRP2
	AC124784.1
	AC025161.1
144455	E2F7
	AC079030.1
	LINC02464
89795	NAV3
	AC073591.1
	AC138331.1
	AC073571.1
	PRXL2AP1
105369860	LINC02424
	AC128707.1
	AC130415.1
	AC079362.1
	AC068993.1
	AC068993.2
6857	SYT1
	AC090709.1
	AC027288.3
100302136	MIR1252
	AC027288.2
	AC027288.1
	NOP56P3
5074	PAWR
	AC073569.2
4659	PPP1R12A
	AC073569.3
	AC073569.1
	RNA5SP363
	PPP1R12A-AS1
	SNRPGP20
	RPL7P38
	RNU7-106P
283310	OTOGL
	AC078817.1
	RN7SKP261
374462	PTPRQ
	AKIRIN1P1
	AC074031.1
4618	MYF6
4617	MYF5
101928420	LINC01490
8825	LIN7A
693202	MIR617
	AC078886.1
693203	MIR618
79611	ACSS3
	AC078955.1
100616133	MIR4699
8499	PPFIA2
102724663	PPFIA2-AS1
	AC069228.1
	AC079363.1
	AC091515.1
101928449	LINC02426
	AC011602.1
29080	CCDC59
84190	METTL25
	AC089998.3
	AC089998.4
	AC089998.2
	AC089998.1
	AC091214.1
160335	TMTC2
	RNU6-977P
	RPL6P25
	AC090680.1
	AC093025.1
	AC090679.3
	AC090679.2
	AC090679.1
	AC087888.1
	AC093027.1
55117	SLC6A15
	AC128657.1
144448	TSPAN19
84125	LRRIQ1
8092	ALX1
	LINC02820
	AC126471.1
	AC137768.1
9182	RASSF9
4922	NTS
25834	MGAT4C
	AC016993.1
	AC139697.1
	AC010196.1
	AC079597.1
	RPL23AP68
	AC079598.4
	CYCSP30
	AC079598.2
	MKRN9P
	LINC02258
	AC079598.1
	AC079598.3
	RPS4XP15
160419	C12orf50
91298	C12orf29
80184	CEP290
	RNA5SP364
	AC091516.1
160418	TMTC3
4254	KITLG
	AC024941.2
	RNU1-117P
	AC024941.1
	LINC02458
	AC006199.1
	RNU7-120P
	MRPS6P4
1848	DUSP6
	AC024909.1
	AC010201.3
	AC010201.2
	AC010201.1
282809	POC1B
	CENPCP1
100528030	POC1B-GALNT4
8693	GALNT4
	POC1B-AS1
	AC025034.2
	AC025034.1
490	ATP2B1
	ATP2B1-AS1
	AC009522.1
	RNA5SP365
	MRPL2P1
	RNU6-148P
	BRWD1P2
105369891	LINC02399
	AC126178.1
	LINC02392
102724834	LINC02822
	AC112481.2
	AC084365.1
	AC112481.1
196477	CCER1
439916	LINC00615
1833	EPYC
11081	KERA
4060	LUM
1634	DCN
	AC007115.1
	LINC02823
	AC090016.1
	AC126175.1
	AC126175.2
	AC025254.1
	AC090049.2
105369900	LINC02404
	AC090049.1
256021	LINC01619
	AC123512.1
	AC025164.2
694	BTG1
	AC025164.1
	RPL21P106
	LINC02391
574016	CLLU1-AS1
574028	CLLU1
	AC063949.2
	LINC02397
	AC063949.1
440107	PLEKHG7
8411	EEA1
	AC026111.1
	HNRNPA1P50
	RNU6-1329P
	LINC02413
	AC138123.1
	AC021646.1
	RPL41P5
	AC138123.2
	NACAP8
	LINC02412
	AC126172.1
	AC124947.2
	AC124947.1
11163	NUDT4
7334	UBE2N
28977	MRPL42
	RN7SL737P
	AC025260.1
144481	SOCS2-AS1
8835	SOCS2
	AC012085.1
8738	CRADD
101928731	AC012085.2
	RN7SL630P
	AC012464.2
105369911	AC012464.1
	AC012464.3
	RN7SKP263
	AC123567.1
10154	PLXNC1
	AC123567.2
	AC073655.3
	AC073655.1
	AC073655.2
51134	CEP83
	RN7SL330P
	RBMS2P1
144486	CEP83-DT
	AC023161.1
	RN7SL483P
	NSA2P2
	SUCLG2P2
100847031	MIR5700
57458	TMCC3
102465834	MIR7844
	LSM3P2
160313	KRT19P2
574449	MIR492
55967	NDUFA12
7181	NR2C1
55785	FGD6
	AC126615.2
	AC126615.1
55591	VEZT
	CBX3P5
	RNU6-808P
442903	MIR331
100500802	MIR3685
	AC084879.1
	AC084879.2
	RNU6-735P
	AC018475.1
10988	METAP2
84101	USP44
100132594	PGAM1P5
59277	NTN4
105369921	AC090001.1
	RNU6-247P
105369920	LINC02410
6636	SNRPF
120935	CCDC38
	AC090001.2
144193	AMDHD1
3034	HAL
	AC007298.2
4048	LTA4H
	AC007298.1
	YPEL5P3
	RN7SL88P
	LINC02452
2004	ELK3
	AC008149.1
	AC008149.2
5128	CDK17
	RNU4-24P
	AC125612.1
	AC007513.1
	RN7SKP11
144535	CFAP54
	EEF1A1P33
121441	NEDD1
	AC007656.2
	AC007656.1
	AC007656.3
	AC007656.4
	LINC02409
196475	RMST
100302289	MIR1251
	AC007351.2
	AC007351.3
	AC007351.4
	AC007351.1
	AC018659.4
	AC018659.3
	AC018659.1
	AC018659.7
	AC018659.5
	AC018659.8
406926	MIR135A2
	AC018659.6
	AC018659.2
643711	AC007424.1
	RNU6-36P
100616287	MIR4495
100422924	MIR4303
	AC016152.1
	AC008055.1
	RNU4-41P
	AC008055.2
121456	SLC9A7P1
643770	LINC02453
100128191	TMPO-AS1
7112	TMPO
	PPIAP8
5250	SLC25A3
677832	SNORA53
121457	IKBIP
317	APAF1
56899	ANKS1B
	AC008126.1
	AC069437.1
	RNA5SP366
101928937	AC117377.1
196472	FAM71C
	AC078916.1
	RPS4XP1
	AC126474.1
23074	UHRF1BP1L
	AC126474.2
	AC010203.2
55592	GOLGA2P5
	RN7SL176P
	AC010203.1
100302217	MIR1827
64431	ACTR6
120863	DEPDC4
55681	SCYL2
246213	SLC17A8
9971	NR1H4
	AC010200.2
283431	GAS2L3
	AC010200.1
121601	ANO4
	AC138360.1
	AC063947.1
	AC063947.2
160728	SLC5A8
	RNU6-768P
	AC079953.1
27340	UTP20
400	ARL1
	AC063948.1
	RNU6-1068P
	RPS27P23
	RNU5E-5P
	RNA5SP367
121599	SPIC
4604	MYBPC1
	AC117505.1
	AC010205.1
56994	CHPT1
	RNY1P16
50511	SYCP3
79158	GNPTAB
	RNU6-101P
	AC063950.1
	RNA5SP368
	RNU6-172P
	RNA5SP369
	RNU6-1183P
	HSPE1P4
55332	DRAM1
	AC084398.2
	AC084398.1
	AC079907.2
	NENFP2
51019	WASHC3
	AC079907.1
79023	NUP37
55010	PARPBP
5367	PMCH
	HELLPAR
	RN7SL793P
	AC093023.1
	LINC02456
3479	IGF1
	AC010202.1
283432	LINC00485
5053	PAH
	AC026108.1
429	ASCL1
	AC026108.2
	AC068643.1
101929058	AC068643.2
374470	C12orf42
	AC084364.1
	AC084364.2
	AC084364.3
101929084	LINC02401
55576	STAB2
	AC025265.2
	AC025265.3
	AC025265.1
51559	NT5DC3
	AC012555.2
	AC012555.1
	TTC41P
7184	HSP90B1
100500842	MIR3652
728568	C12orf73
6996	TDG
83468	GLT8D2
	AC078819.1
29915	HCFC2
4801	NFYB
	RNA5SP370
	LINC02385
	AC089983.2
7296	TXNRD1
	AC089983.1
	RPL18AP3
493861	EID3
50515	CHST11
	AC079316.1
	AC079316.2
100500843	MIR3922
84102	SLC41A2
	AC089985.1
	KRT18P20
121053	C12orf45
160428	ALDH1L2
23325	WASHC4
55198	APPL2
387882	C12orf75
	AC078874.1
105369954	KCCAT198
	AC079851.1
101929110	CASC18
	ST13P3
	AC011595.2
9891	NUAK1
	AC011595.1
	AC010182.1
10970	CKAP4
	AC079174.1
	AC079174.2
	RNU7-94P
255394	TCP11L2
55703	POLR3B
100287944	AC079385.1
5992	RFX4
100505978	AC079385.2
	AC079385.3
